"id_sequence" ,"matrix"                                                                                                                                   ,"sequence"
          271 ,"[[6, 10, 19, 34, 60, 108], [4, 9, 15, 26, 48, 0], [5, 6, 11, 22, 0, 0], [1, 5, 11, 0, 0, 0], [4, 6, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"     ,"[6, 10, 19, 34, 60, 108, 197, 356, 626, 1062]"
          272 ,"[[3, 6, 11, 19, 32, 59], [3, 5, 8, 13, 27, 0], [2, 3, 5, 14, 0, 0], [1, 2, 9, 0, 0, 0], [1, 7, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"          ,"[3, 6, 11, 19, 32, 59, 122, 262, 545, 1068]"
          273 ,"[[6, 7, 11, 23, 53, 121], [1, 4, 12, 30, 68, 0], [3, 8, 18, 38, 0, 0], [5, 10, 20, 0, 0, 0], [5, 10, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"    ,"[6, 7, 11, 23, 53, 121, 262, 531, 1008, 1803]"
          274 ,"[[4, 10, 18, 34, 70, 148], [6, 8, 16, 36, 78, 0], [2, 8, 20, 42, 0, 0], [6, 12, 22, 0, 0, 0], [6, 10, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"   ,"[4, 10, 18, 34, 70, 148, 304, 592, 1088, 1894]"
          275 ,"[[6, 8, 12, 21, 44, 100], [2, 4, 9, 23, 56, 0], [2, 5, 14, 33, 0, 0], [3, 9, 19, 0, 0, 0], [6, 10, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"      ,"[6, 8, 12, 21, 44, 100, 222, 461, 890, 1608]"
          276 ,"[[2, 6, 16, 38, 79, 152], [4, 10, 22, 41, 73, 0], [6, 12, 19, 32, 0, 0], [6, 7, 13, 0, 0, 0], [1, 6, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"    ,"[2, 6, 16, 38, 79, 152, 281, 506, 888, 1514]"
          277 ,"[[3, 4, 6, 12, 27, 61], [1, 2, 6, 15, 34, 0], [1, 4, 9, 19, 0, 0], [3, 5, 10, 0, 0, 0], [2, 5, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"          ,"[3, 4, 6, 12, 27, 61, 132, 269, 515, 930]"
          278 ,"[[1, 5, 15, 37, 83, 173], [4, 10, 22, 46, 90, 0], [6, 12, 24, 44, 0, 0], [6, 12, 20, 0, 0, 0], [6, 8, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"   ,"[1, 5, 15, 37, 83, 173, 337, 617, 1069, 1765]"
          279 ,"[[3, 5, 10, 21, 47, 108], [2, 5, 11, 26, 61, 0], [3, 6, 15, 35, 0, 0], [3, 9, 20, 0, 0, 0], [6, 11, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"     ,"[3, 5, 10, 21, 47, 108, 240, 500, 971, 1767]"
          280 ,"[[4, 10, 20, 36, 65, 121], [6, 10, 16, 29, 56, 0], [4, 6, 13, 27, 0, 0], [2, 7, 14, 0, 0, 0], [5, 7, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"    ,"[4, 10, 20, 36, 65, 121, 227, 417, 738, 1252]"
          281 ,"[[6, 12, 24, 47, 90, 172], [6, 12, 23, 43, 82, 0], [6, 11, 20, 39, 0, 0], [5, 9, 19, 0, 0, 0], [4, 10, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"  ,"[6, 12, 24, 47, 90, 172, 328, 615, 1118, 1956]"
          282 ,"[[3, 7, 14, 26, 50, 100], [4, 7, 12, 24, 50, 0], [3, 5, 12, 26, 0, 0], [2, 7, 14, 0, 0, 0], [5, 7, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"      ,"[3, 7, 14, 26, 50, 100, 199, 381, 693, 1197]"
          283 ,"[[3, 8, 19, 39, 76, 147], [5, 11, 20, 37, 71, 0], [6, 9, 17, 34, 0, 0], [3, 8, 17, 0, 0, 0], [5, 9, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"     ,"[3, 8, 19, 39, 76, 147, 282, 528, 953, 1650]"
          284 ,"[[3, 8, 19, 38, 69, 123], [5, 11, 19, 31, 54, 0], [6, 8, 12, 23, 0, 0], [2, 4, 11, 0, 0, 0], [2, 7, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"     ,"[3, 8, 19, 38, 69, 123, 223, 409, 743, 1314]"
          285 ,"[[1, 2, 6, 15, 35, 80], [1, 4, 9, 20, 45, 0], [3, 5, 11, 25, 0, 0], [2, 6, 14, 0, 0, 0], [4, 8, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"         ,"[1, 2, 6, 15, 35, 80, 176, 365, 709, 1294]"
          286 ,"[[3, 7, 14, 29, 59, 119], [4, 7, 15, 30, 60, 0], [3, 8, 15, 30, 0, 0], [5, 7, 15, 0, 0, 0], [2, 8, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"      ,"[3, 7, 14, 29, 59, 119, 238, 465, 875, 1575]"
          287 ,"[[5, 8, 17, 38, 81, 165], [3, 9, 21, 43, 84, 0], [6, 12, 22, 41, 0, 0], [6, 10, 19, 0, 0, 0], [4, 9, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"    ,"[5, 8, 17, 38, 81, 165, 323, 607, 1093, 1886]"
          288 ,"[[5, 11, 22, 44, 85, 159], [6, 11, 22, 41, 74, 0], [5, 11, 19, 33, 0, 0], [6, 8, 14, 0, 0, 0], [2, 6, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"   ,"[5, 11, 22, 44, 85, 159, 290, 516, 893, 1499]"
          289 ,"[[1, 7, 17, 37, 78, 158], [6, 10, 20, 41, 80, 0], [4, 10, 21, 39, 0, 0], [6, 11, 18, 0, 0, 0], [5, 7, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"   ,"[1, 7, 17, 37, 78, 158, 304, 554, 959, 1585]"
          290 ,"[[5, 11, 18, 32, 63, 128], [6, 7, 14, 31, 65, 0], [1, 7, 17, 34, 0, 0], [6, 10, 17, 0, 0, 0], [4, 7, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"    ,"[5, 11, 18, 32, 63, 128, 254, 481, 865, 1481]"
          291 ,"[[3, 9, 18, 35, 69, 134], [6, 9, 17, 34, 65, 0], [3, 8, 17, 31, 0, 0], [5, 9, 14, 0, 0, 0], [4, 5, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"      ,"[3, 9, 18, 35, 69, 134, 250, 444, 751, 1215]"
          292 ,"[[3, 7, 15, 30, 60, 123], [4, 8, 15, 30, 63, 0], [4, 7, 15, 33, 0, 0], [3, 8, 18, 0, 0, 0], [5, 10, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"     ,"[3, 7, 15, 30, 60, 123, 252, 500, 945, 1695]"
          293 ,"[[3, 5, 12, 27, 56, 111], [2, 7, 15, 29, 55, 0], [5, 8, 14, 26, 0, 0], [3, 6, 12, 0, 0, 0], [3, 6, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"      ,"[3, 5, 12, 27, 56, 111, 213, 395, 705, 1209]"
          294 ,"[[2, 3, 10, 26, 59, 124], [1, 7, 16, 33, 65, 0], [6, 9, 17, 32, 0, 0], [3, 8, 15, 0, 0, 0], [5, 7, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"      ,"[2, 3, 10, 26, 59, 124, 245, 457, 808, 1361]"
          295 ,"[[5, 9, 15, 25, 44, 81], [4, 6, 10, 19, 37, 0], [2, 4, 9, 18, 0, 0], [2, 5, 9, 0, 0, 0], [3, 4, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"         ,"[5, 9, 15, 25, 44, 81, 150, 271, 471, 785]"
          296 ,"[[4, 5, 9, 21, 47, 96], [1, 4, 12, 26, 49, 0], [3, 8, 14, 23, 0, 0], [5, 6, 9, 0, 0, 0], [1, 3, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"         ,"[4, 5, 9, 21, 47, 96, 182, 326, 558, 919]"
          297 ,"[[6, 11, 19, 32, 54, 93], [5, 8, 13, 22, 39, 0], [3, 5, 9, 17, 0, 0], [2, 4, 8, 0, 0, 0], [2, 4, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"        ,"[6, 11, 19, 32, 54, 93, 163, 286, 494, 831]"
          298 ,"[[3, 9, 20, 42, 84, 162], [6, 11, 22, 42, 78, 0], [5, 11, 20, 36, 0, 0], [6, 9, 16, 0, 0, 0], [3, 7, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"    ,"[3, 9, 20, 42, 84, 162, 303, 549, 961, 1623]"
          299 ,"[[5, 8, 13, 21, 38, 78], [3, 5, 8, 17, 40, 0], [2, 3, 9, 23, 0, 0], [1, 6, 14, 0, 0, 0], [5, 8, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"         ,"[5, 8, 13, 21, 38, 78, 166, 341, 659, 1196]"
          300 ,"[[5, 9, 14, 24, 46, 95], [4, 5, 10, 22, 49, 0], [1, 5, 12, 27, 0, 0], [4, 7, 15, 0, 0, 0], [3, 8, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"       ,"[5, 9, 14, 24, 46, 95, 199, 404, 779, 1421]"
          301 ,"[[6, 9, 18, 37, 73, 140], [3, 9, 19, 36, 67, 0], [6, 10, 17, 31, 0, 0], [4, 7, 14, 0, 0, 0], [3, 7, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"     ,"[6, 9, 18, 37, 73, 140, 263, 482, 856, 1467]"
          302 ,"[[6, 10, 16, 25, 44, 87], [4, 6, 9, 19, 43, 0], [2, 3, 10, 24, 0, 0], [1, 7, 14, 0, 0, 0], [6, 7, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"       ,"[6, 10, 16, 25, 44, 87, 176, 342, 626, 1080]"
          303 ,"[[4, 5, 8, 19, 50, 124], [1, 3, 11, 31, 74, 0], [2, 8, 20, 43, 0, 0], [6, 12, 23, 0, 0, 0], [6, 11, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"     ,"[4, 5, 8, 19, 50, 124, 280, 578, 1104, 1975]"
          304 ,"[[3, 6, 14, 31, 62, 118], [3, 8, 17, 31, 56, 0], [5, 9, 14, 25, 0, 0], [4, 5, 11, 0, 0, 0], [1, 6, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"      ,"[3, 6, 14, 31, 62, 118, 221, 409, 741, 1302]"
          305 ,"[[5, 10, 16, 25, 45, 95], [5, 6, 9, 20, 50, 0], [1, 3, 11, 30, 0, 0], [2, 8, 19, 0, 0, 0], [6, 11, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"      ,"[5, 10, 16, 25, 45, 95, 210, 446, 885, 1640]"
          306 ,"[[5, 11, 22, 41, 76, 142], [6, 11, 19, 35, 66, 0], [5, 8, 16, 31, 0, 0], [3, 8, 15, 0, 0, 0], [5, 7, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"    ,"[5, 11, 22, 41, 76, 142, 263, 474, 823, 1373]"
          307 ,"[[4, 10, 22, 45, 89, 171], [6, 12, 23, 44, 82, 0], [6, 11, 21, 38, 0, 0], [5, 10, 17, 0, 0, 0], [5, 7, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"  ,"[4, 10, 22, 45, 89, 171, 317, 564, 962, 1576]"
          308 ,"[[4, 7, 15, 33, 67, 128], [3, 8, 18, 34, 61, 0], [5, 10, 16, 27, 0, 0], [5, 6, 11, 0, 0, 0], [1, 5, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"     ,"[4, 7, 15, 33, 67, 128, 236, 424, 742, 1261]"
          309 ,"[[1, 3, 10, 28, 65, 135], [2, 7, 18, 37, 70, 0], [5, 11, 19, 33, 0, 0], [6, 8, 14, 0, 0, 0], [2, 6, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"     ,"[1, 3, 10, 28, 65, 135, 262, 484, 857, 1459]"
          310 ,"[[3, 8, 17, 34, 68, 137], [5, 9, 17, 34, 69, 0], [4, 8, 17, 35, 0, 0], [4, 9, 18, 0, 0, 0], [5, 9, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"      ,"[3, 8, 17, 34, 68, 137, 272, 521, 953, 1662]"
          311 ,"[[1, 2, 6, 18, 47, 112], [1, 4, 12, 29, 65, 0], [3, 8, 17, 36, 0, 0], [5, 9, 19, 0, 0, 0], [4, 10, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"      ,"[1, 2, 6, 18, 47, 112, 248, 512, 989, 1798]"
          312 ,"[[2, 7, 14, 27, 51, 94], [5, 7, 13, 24, 43, 0], [2, 6, 11, 19, 0, 0], [4, 5, 8, 0, 0, 0], [1, 3, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"        ,"[2, 7, 14, 27, 51, 94, 169, 296, 504, 833]"
          313 ,"[[3, 8, 19, 39, 73, 131], [5, 11, 20, 34, 58, 0], [6, 9, 14, 24, 0, 0], [3, 5, 10, 0, 0, 0], [2, 5, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"     ,"[3, 8, 19, 39, 73, 131, 231, 402, 687, 1146]"
          314 ,"[[2, 7, 13, 25, 52, 112], [5, 6, 12, 27, 60, 0], [1, 6, 15, 33, 0, 0], [5, 9, 18, 0, 0, 0], [4, 9, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"      ,"[2, 7, 13, 25, 52, 112, 237, 478, 910, 1637]"
          315 ,"[[2, 5, 12, 26, 52, 103], [3, 7, 14, 26, 51, 0], [4, 7, 12, 25, 0, 0], [3, 5, 13, 0, 0, 0], [2, 8, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"      ,"[2, 5, 12, 26, 52, 103, 206, 408, 782, 1433]"
          316 ,"[[2, 7, 13, 23, 42, 78], [5, 6, 10, 19, 36, 0], [1, 4, 9, 17, 0, 0], [3, 5, 8, 0, 0, 0], [2, 3, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"         ,"[2, 7, 13, 23, 42, 78, 143, 254, 434, 713]"
          317 ,"[[2, 4, 12, 28, 59, 119], [2, 8, 16, 31, 60, 0], [6, 8, 15, 29, 0, 0], [2, 7, 14, 0, 0, 0], [5, 7, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"      ,"[2, 4, 12, 28, 59, 119, 231, 429, 760, 1286]"
          318 ,"[[4, 9, 17, 30, 52, 94], [5, 8, 13, 22, 42, 0], [3, 5, 9, 20, 0, 0], [2, 4, 11, 0, 0, 0], [2, 7, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"        ,"[4, 9, 17, 30, 52, 94, 179, 347, 660, 1207]"
          319 ,"[[2, 4, 11, 29, 65, 129], [2, 7, 18, 36, 64, 0], [5, 11, 18, 28, 0, 0], [6, 7, 10, 0, 0, 0], [1, 3, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"     ,"[2, 4, 11, 29, 65, 129, 236, 408, 676, 1082]"
          320 ,"[[6, 7, 13, 30, 67, 140], [1, 6, 17, 37, 73, 0], [5, 11, 20, 36, 0, 0], [6, 9, 16, 0, 0, 0], [3, 7, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"     ,"[6, 7, 13, 30, 67, 140, 276, 517, 924, 1581]"
          321 ,"[[4, 5, 12, 26, 51, 95], [1, 7, 14, 25, 44, 0], [6, 7, 11, 19, 0, 0], [1, 4, 8, 0, 0, 0], [3, 4, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"        ,"[4, 5, 12, 26, 51, 95, 171, 298, 502, 817]"
          322 ,"[[2, 5, 9, 16, 33, 73], [3, 4, 7, 17, 40, 0], [1, 3, 10, 23, 0, 0], [2, 7, 13, 0, 0, 0], [5, 6, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"         ,"[2, 5, 9, 16, 33, 73, 156, 310, 572, 989]"
          323 ,"[[3, 6, 13, 26, 50, 98], [3, 7, 13, 24, 48, 0], [4, 6, 11, 24, 0, 0], [2, 5, 13, 0, 0, 0], [3, 8, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"       ,"[3, 6, 13, 26, 50, 98, 196, 388, 741, 1350]"
          324 ,"[[6, 10, 15, 23, 39, 73], [4, 5, 8, 16, 34, 0], [1, 3, 8, 18, 0, 0], [2, 5, 10, 0, 0, 0], [3, 5, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"        ,"[6, 10, 15, 23, 39, 73, 142, 272, 500, 876]"
          325 ,"[[5, 9, 19, 40, 81, 159], [4, 10, 21, 41, 78, 0], [6, 11, 20, 37, 0, 0], [5, 9, 17, 0, 0, 0], [4, 8, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"    ,"[5, 9, 19, 40, 81, 159, 303, 558, 989, 1685]"
          326 ,"[[1, 5, 13, 29, 58, 110], [4, 8, 16, 29, 52, 0], [4, 8, 13, 23, 0, 0], [4, 5, 10, 0, 0, 0], [1, 5, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"      ,"[1, 5, 13, 29, 58, 110, 204, 372, 663, 1147]"
          327 ,"[[3, 4, 10, 25, 54, 105], [1, 6, 15, 29, 51, 0], [5, 9, 14, 22, 0, 0], [4, 5, 8, 0, 0, 0], [1, 3, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"       ,"[3, 4, 10, 25, 54, 105, 191, 332, 557, 906]"
          328 ,"[[3, 6, 15, 36, 76, 144], [3, 9, 21, 40, 68, 0], [6, 12, 19, 28, 0, 0], [6, 7, 9, 0, 0, 0], [1, 2, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"      ,"[3, 6, 15, 36, 76, 144, 252, 416, 657, 1002]"
          329 ,"[[4, 7, 14, 31, 70, 153], [3, 7, 17, 39, 83, 0], [4, 10, 22, 44, 0, 0], [6, 12, 22, 0, 0, 0], [6, 10, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"   ,"[4, 7, 14, 31, 70, 153, 316, 613, 1120, 1939]"
          330 ,"[[2, 7, 16, 32, 64, 131], [5, 9, 16, 32, 67, 0], [4, 7, 16, 35, 0, 0], [3, 9, 19, 0, 0, 0], [6, 10, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"     ,"[2, 7, 16, 32, 64, 131, 266, 520, 966, 1703]"
          331 ,"[[6, 10, 17, 28, 46, 78], [4, 7, 11, 18, 32, 0], [3, 4, 7, 14, 0, 0], [1, 3, 7, 0, 0, 0], [2, 4, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"        ,"[6, 10, 17, 28, 46, 78, 137, 244, 430, 738]"
          332 ,"[[6, 8, 13, 26, 55, 117], [2, 5, 13, 29, 62, 0], [3, 8, 16, 33, 0, 0], [5, 8, 17, 0, 0, 0], [3, 9, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"      ,"[6, 8, 13, 26, 55, 117, 244, 489, 932, 1686]"
          333 ,"[[5, 10, 17, 31, 63, 133], [5, 7, 14, 32, 70, 0], [2, 7, 18, 38, 0, 0], [5, 11, 20, 0, 0, 0], [6, 9, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"    ,"[5, 10, 17, 31, 63, 133, 273, 530, 969, 1676]"
          334 ,"[[2, 6, 11, 20, 41, 90], [4, 5, 9, 21, 49, 0], [1, 4, 12, 28, 0, 0], [3, 8, 16, 0, 0, 0], [5, 8, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"        ,"[2, 6, 11, 20, 41, 90, 194, 394, 748, 1334]"
          335 ,"[[3, 9, 20, 42, 87, 179], [6, 11, 22, 45, 92, 0], [5, 11, 23, 47, 0, 0], [6, 12, 24, 0, 0, 0], [6, 12, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"  ,"[3, 9, 20, 42, 87, 179, 360, 696, 1283, 2253]"
          336 ,"[[5, 9, 16, 32, 65, 127], [4, 7, 16, 33, 62, 0], [3, 9, 17, 29, 0, 0], [6, 8, 12, 0, 0, 0], [2, 4, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"      ,"[5, 9, 16, 32, 65, 127, 236, 418, 709, 1157]"
          337 ,"[[4, 10, 22, 42, 73, 120], [6, 12, 20, 31, 47, 0], [6, 8, 11, 16, 0, 0], [2, 3, 5, 0, 0, 0], [1, 2, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"     ,"[4, 10, 22, 42, 73, 120, 191, 298, 458, 694]"
          338 ,"[[2, 8, 18, 36, 68, 123], [6, 10, 18, 32, 55, 0], [4, 8, 14, 23, 0, 0], [4, 6, 9, 0, 0, 0], [2, 3, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"      ,"[2, 8, 18, 36, 68, 123, 214, 359, 582, 914]"
          339 ,"[[1, 4, 8, 17, 36, 75], [3, 4, 9, 19, 39, 0], [1, 5, 10, 20, 0, 0], [4, 5, 10, 0, 0, 0], [1, 5, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"         ,"[1, 4, 8, 17, 36, 75, 153, 302, 571, 1030]"
          340 ,"[[1, 3, 6, 16, 45, 115], [2, 3, 10, 29, 70, 0], [1, 7, 19, 41, 0, 0], [6, 12, 22, 0, 0, 0], [6, 10, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"     ,"[1, 3, 6, 16, 45, 115, 262, 540, 1025, 1819]"
          341 ,"[[2, 7, 18, 38, 76, 148], [5, 11, 20, 38, 72, 0], [6, 9, 18, 34, 0, 0], [3, 9, 16, 0, 0, 0], [6, 7, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"     ,"[2, 7, 18, 38, 76, 148, 278, 499, 854, 1397]"
          342 ,"[[3, 7, 16, 33, 63, 114], [4, 9, 17, 30, 51, 0], [5, 8, 13, 21, 0, 0], [3, 5, 8, 0, 0, 0], [2, 3, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"       ,"[3, 7, 16, 33, 63, 114, 198, 332, 539, 849]"
          343 ,"[[2, 8, 18, 37, 72, 136], [6, 10, 19, 35, 64, 0], [4, 9, 16, 29, 0, 0], [5, 7, 13, 0, 0, 0], [2, 6, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"     ,"[2, 8, 18, 37, 72, 136, 252, 457, 806, 1376]"
          344 ,"[[4, 5, 9, 21, 48, 104], [1, 4, 12, 27, 56, 0], [3, 8, 15, 29, 0, 0], [5, 7, 14, 0, 0, 0], [2, 7, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"       ,"[4, 5, 9, 21, 48, 104, 215, 424, 796, 1423]"
          345 ,"[[5, 7, 11, 21, 44, 96], [2, 4, 10, 23, 52, 0], [2, 6, 13, 29, 0, 0], [4, 7, 16, 0, 0, 0], [3, 9, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"       ,"[5, 7, 11, 21, 44, 96, 208, 432, 847, 1565]"
          346 ,"[[1, 2, 6, 15, 34, 76], [1, 4, 9, 19, 42, 0], [3, 5, 10, 23, 0, 0], [2, 5, 13, 0, 0, 0], [3, 8, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"         ,"[1, 2, 6, 15, 34, 76, 167, 351, 695, 1294]"
          347 ,"[[3, 5, 10, 19, 38, 84], [2, 5, 9, 19, 46, 0], [3, 4, 10, 27, 0, 0], [1, 6, 17, 0, 0, 0], [5, 11, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"       ,"[3, 5, 10, 19, 38, 84, 191, 416, 845, 1599]"
          348 ,"[[1, 4, 13, 29, 59, 121], [3, 9, 16, 30, 62, 0], [6, 7, 14, 32, 0, 0], [1, 7, 18, 0, 0, 0], [6, 11, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"     ,"[1, 4, 13, 29, 59, 121, 249, 498, 949, 1714]"
          349 ,"[[3, 7, 14, 27, 55, 119], [4, 7, 13, 28, 64, 0], [3, 6, 15, 36, 0, 0], [3, 9, 21, 0, 0, 0], [6, 12, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"     ,"[3, 7, 14, 27, 55, 119, 258, 535, 1043, 1911]"
          350 ,"[[4, 5, 7, 16, 39, 88], [1, 2, 9, 23, 49, 0], [1, 7, 14, 26, 0, 0], [6, 7, 12, 0, 0, 0], [1, 5, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"         ,"[4, 5, 7, 16, 39, 88, 184, 361, 670, 1183]"
          351 ,"[[6, 12, 20, 33, 55, 95], [6, 8, 13, 22, 40, 0], [2, 5, 9, 18, 0, 0], [3, 4, 9, 0, 0, 0], [1, 5, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"        ,"[6, 12, 20, 33, 55, 95, 171, 314, 572, 1014]"
          352 ,"[[2, 8, 15, 26, 45, 83], [6, 7, 11, 19, 38, 0], [1, 4, 8, 19, 0, 0], [3, 4, 11, 0, 0, 0], [1, 7, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"        ,"[2, 8, 15, 26, 45, 83, 164, 331, 652, 1226]"
          353 ,"[[2, 3, 8, 19, 43, 95], [1, 5, 11, 24, 52, 0], [4, 6, 13, 28, 0, 0], [2, 7, 15, 0, 0, 0], [5, 8, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"        ,"[2, 3, 8, 19, 43, 95, 201, 401, 752, 1331]"
          354 ,"[[4, 6, 9, 16, 31, 61], [2, 3, 7, 15, 30, 0], [1, 4, 8, 15, 0, 0], [3, 4, 7, 0, 0, 0], [1, 3, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"           ,"[4, 6, 9, 16, 31, 61, 118, 221, 398, 688]"
          355 ,"[[3, 5, 12, 26, 50, 89], [2, 7, 14, 24, 39, 0], [5, 7, 10, 15, 0, 0], [2, 3, 5, 0, 0, 0], [1, 2, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"        ,"[3, 5, 12, 26, 50, 89, 151, 248, 397, 621]"
          356 ,"[[5, 10, 21, 39, 70, 131], [5, 11, 18, 31, 61, 0], [6, 7, 13, 30, 0, 0], [1, 6, 17, 0, 0, 0], [5, 11, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"   ,"[5, 10, 21, 39, 70, 131, 256, 502, 955, 1736]"
          357 ,"[[4, 6, 13, 30, 68, 148], [2, 7, 17, 38, 80, 0], [5, 10, 21, 42, 0, 0], [5, 11, 21, 0, 0, 0], [6, 10, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"   ,"[4, 6, 13, 30, 68, 148, 305, 592, 1084, 1882]"
          358 ,"[[4, 7, 13, 26, 52, 101], [3, 6, 13, 26, 49, 0], [3, 7, 13, 23, 0, 0], [4, 6, 10, 0, 0, 0], [2, 4, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"      ,"[4, 7, 13, 26, 52, 101, 189, 340, 588, 979]"
          359 ,"[[1, 2, 7, 18, 38, 75], [1, 5, 11, 20, 37, 0], [4, 6, 9, 17, 0, 0], [2, 3, 8, 0, 0, 0], [1, 5, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"          ,"[1, 2, 7, 18, 38, 75, 146, 281, 527, 952]"
          360 ,"[[2, 6, 16, 35, 67, 119], [4, 10, 19, 32, 52, 0], [6, 9, 13, 20, 0, 0], [3, 4, 7, 0, 0, 0], [1, 3, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"      ,"[2, 6, 16, 35, 67, 119, 203, 338, 552, 884]"
